NAME,STREET,CITY,STATE,ZIP,NMCNTY,LAT,LON,NMCBSA,NMCSA
Skykomish High School,105 6th St. N,Skykomish,WA,98288,King County,47.709397,-121.362276,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Centennial Middle School,3000 South Machias Road,Snohomish,WA,98290,Snohomish County,47.968831,-122.067264,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Cathcart Elementary,8201 188th St SE,Snohomish,WA,98296,Snohomish County,47.827198,-122.121991,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Central Elementary,221 Union Avenue,Snohomish,WA,98290,Snohomish County,47.914086,-122.092344,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Emerson Elementary,1103 Pine Street,Snohomish,WA,98290,Snohomish County,47.925222,-122.084626,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Machias Elementary,231 14th Avenue SE,Snohomish,WA,98290,Snohomish County,47.993406,-122.030847,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Riverview Elementary,7322 64th Street SE,Snohomish,WA,98290,Snohomish County,47.937996,-122.132939,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Snohomish High School,1316 Fifth Street,Snohomish,WA,98290,Snohomish County,47.919054,-122.098916,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Valley View Middle School,14308 Broadway Avenue SE,Snohomish,WA,98296,Snohomish County,47.86751,-122.101235,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
High School Re Entry,525 13th St,Snohomish,WA,98290,Snohomish County,47.918982,-122.098914,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Seattle Hill Elementary,12711 51st Avenue SE,Everett,WA,98208,Snohomish County,47.881786,-122.162061,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Dutch Hill Elementary,8231 131st Avenue SE,Snohomish,WA,98290,Snohomish County,47.921556,-122.05412,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
AIM High School,525  13th St,Snohomish,WA,98290,Snohomish County,47.931205,-122.099476,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Cascade View Elementary,2401 Park Avenue,Snohomish,WA,98290,Snohomish County,47.940568,-122.086722,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Totem Falls,14211 Snohomish-Cascade Drive,Snohomish,WA,98296,Snohomish County,47.866906,-122.144591,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Snohomish Center,1601 Avenue D,Snohomish,WA,98290,Snohomish County,47.931177,-122.099487,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Snohomish Online Learning,525 13th Street,Snohomish,WA,98290,Snohomish County,47.92704,-122.086901,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Parent Partnerhip,525 13th Street,Snohomish,WA,98290,Snohomish County,47.92704,-122.086901,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Little Cedars Elementary School,7408 144th Pl SE,Snohomish,WA,98296,Snohomish County,47.86542,-122.134053,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Glacier Peak High School,7401 144th Pl SE,Snohomish,WA,98296,Snohomish County,47.867718,-122.13419,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Fall City Elementary,33314 SE 42,FALL CITY,WA,98024,King County,47.569504,-121.896058,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Mount Si High School,8651 MEADOWBROOK WAY SE,SNOQUALMIE,WA,98065,King County,47.522453,-121.816742,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
North Bend Elementary School,400 E THIRD ST,NORTH BEND,WA,98045,King County,47.493934,-121.778994,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Snoqualmie Elementary,755 PARK ST,SNOQUALMIE,WA,98065,King County,47.523315,-121.809962,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Two Rivers School,330 BALLARAT AVE N,NORTH BEND,WA,98045,King County,47.496129,-121.782039,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Edwin R Opstad Elementary,1345 STILLSON AVE SE,NORTH BEND,WA,98045,King County,47.480251,-121.766804,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Chief Kanim Middle School,32627 SE REDMOND FALL CITY R,FALL CITY,WA,98024,King County,47.569543,-121.904997,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Cascade View Elementary School,34816 SE Ridge Street,Snoqualmie,WA,98065,King County,47.532154,-121.875528,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Twin Falls Middle School,46910 S.E. Middle Fork Road,North Bend,WA,98045,King County,47.47445,-121.713681,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Snoqualmie Access,8001 Silva Ave SE,Snoqualmie,WA,98065,King County,47.528581,-121.828502,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Snoqualmie Parent Partnership Program,400 E 3rd St,North Bend,WA,98045,King County,47.494052,-121.779307,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
SVSD OPEN DOORS,8001 SILVA AVE SE,SNOQUALMIE,WA,98065,King County,47.52912,-121.829711,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Timber Ridge Elementary School,34412 SE SWENSON DR,SNOQUALMIE,WA,98065,King County,47.525539,-121.881142,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Soap Lake Elementary,410 Ginkgo St S,SOAP LAKE,WA,98851,Grant County,47.384833,-119.49737,"Moses Lake, WA","Moses Lake-Othello, WA"
Soap Lake Middle & High School,527 2nd Ave SW,SOAP LAKE,WA,98851,Grant County,47.386597,-119.497183,"Moses Lake, WA","Moses Lake-Othello, WA"
Smokiam Alternative High School,527 2nd Ave SW,SOAP LAKE,WA,98851,Grant County,47.38537,-119.496321,"Moses Lake, WA","Moses Lake-Othello, WA"
Chauncey Davis Elementary,500 E. 1st,SOUTH BEND,WA,98586,Pacific County,46.66179,-123.789946,N,N
South Bend High School,400 E. 1st,South Bend,WA,98586,Pacific County,46.661769,-123.791741,N,N
South Bend Home Link,400 East 1st St.,South Bend,WA,98586,Pacific County,46.661766,-123.791636,N,N
Pacific County Jail,500 East 1st St,South Bend,WA,98586,Pacific County,46.661813,-123.790322,N,N
Foster Senior High School,4242 S 144th St,Tukwila,WA,98168,King County,47.474699,-122.280112,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Showalter Middle School,4628 S 144TH ST,SEATTLE,WA,98168,King County,47.474914,-122.274849,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Thorndyke Elementary,4415 S 150TH ST,SEATTLE,WA,98188,King County,47.468208,-122.276664,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Tukwila Elementary,5939 S 149TH ST,TUKWILA,WA,98168,King County,47.468943,-122.259108,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Cascade View Elementary,13601 32nd Avenue S,Tukwila,WA,98168,King County,47.481402,-122.293073,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Gateway,Highline Community College,Des Moines,WA,98198,King County,47.389075,-122.301517,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Youthsource,Renton Technical College - You,Renton,WA,98056,King County,47.491244,-122.176728,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Burley Glenwood Elementary,100 SW LAKEWAY BLVD,PORT ORCHARD,WA,98367,Kitsap County,47.438536,-122.648268,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Cedar Heights Middle School,2220 POTTERY AVE,PORT ORCHARD,WA,98366,Kitsap County,47.515924,-122.653984,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
East Port Orchard Elementary,2649 HOOVER AVE SE,PORT ORCHARD,WA,98366,Kitsap County,47.524242,-122.626778,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Manchester Elementary School,1901 CALIFORNIA AVE E,PORT ORCHARD,WA,98366,Kitsap County,47.551379,-122.555739,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Marcus Whitman Middle School,1887 MADRONA DR SE,PORT ORCHARD,WA,98366,Kitsap County,47.528417,-122.602807,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Olalla Elementary School,6100 SE DENNY BOND BLVD,PORT ORCHARD,WA,98359,Kitsap County,47.43191,-122.571355,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Orchard Heights Elementary,2288 FIRCREST DR SE,PORT ORCHARD,WA,98366,Kitsap County,47.527265,-122.599549,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Discovery,2150 FIRCREST DR SE,PORT ORCHARD,WA,98366,Kitsap County,47.52943,-122.600351,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
South Colby Elementary,3281 Banner Road SE,Port Orchard,WA,98366,Kitsap County,47.518515,-122.545162,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
South Kitsap High School,425 MITCHELL AVE,PORT ORCHARD,WA,98366,Kitsap County,47.537765,-122.624239,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Sunnyslope Elementary School,4183 SUNNYSLOPE RD SW,PORT ORCHARD,WA,98367,Kitsap County,47.511466,-122.730449,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
John Sedgwick Middle School,8995 SE SEDGWICK RD,PORT ORCHARD,WA,98366,Kitsap County,47.506193,-122.531416,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Hidden Creek Elementary School,5455 CONVERSE ROAD SE,PORT ORCHARD,WA,98367,Kitsap County,47.498977,-122.619707,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Mullenix Ridge Elementary School,3900 SE MULLENIX RD,PORT ORCHARD,WA,98367,Kitsap County,47.467573,-122.603617,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Sidney Glen Elementary School,500 SW BIRCH RD,PORT ORCHARD,WA,98366,Kitsap County,47.506071,-122.65432,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Explorer Academy,2689 HOOVER AVE SE,PORT ORCHARD,WA,98366,Kitsap County,47.52367,-122.626391,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Madrona Heights PreSchool Program,2150 Fircrest Dr SE,Port Orchard,WA,98366,Kitsap County,47.529401,-122.600302,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
South Whidbey Middle,5675 Maxwelton Road,Langley,WA,98260,Island County,48.00465,-122.410721,"Oak Harbor, WA","Seattle-Tacoma, WA"
South Whidbey High School,5675 Maxwelton,Langley,WA,98260,Island County,48.005686,-122.409954,"Oak Harbor, WA","Seattle-Tacoma, WA"
South Whidbey Academy,5675 Maxwelton Road,Langley,WA,98260,Island County,48.005466,-122.409837,"Oak Harbor, WA","Seattle-Tacoma, WA"
South Whidbey Special Services,5520 Maxwelton Road,Langley,WA,98260,Island County,48.00815,-122.412701,"Oak Harbor, WA","Seattle-Tacoma, WA"
South Whidbey Elementary,5380 Maxwelton Rd,Langley,WA,98260,Island County,48.014499,-122.411295,"Oak Harbor, WA","Seattle-Tacoma, WA"
Southside Elementary,161 SE COLLIER RD,SHELTON,WA,98584,Mason County,47.199067,-123.055877,"Shelton, WA","Seattle-Tacoma, WA"
Alternative Tamarack School,W 2901 Ft George Wright,Spokane,WA,99224,Spokane County,47.675964,-117.457091,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Adams Elementary,2909-E 37 Ave,Spokane,WA,99223,Spokane County,47.621298,-117.367696,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Arlington Elementary,6363 N Smith St,Spokane,WA,99217,Spokane County,47.716226,-117.372786,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Audubon Elementary,2020 W Carlisle Ave,Spokane,WA,99205,Spokane County,47.68001,-117.442197,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Balboa Elementary,3010 W Holyoke Ave,Spokane,WA,99208,Spokane County,47.718146,-117.455984,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Bemiss Elementary,2323 E Bridgeport Ave,Spokane,WA,99207,Spokane County,47.689195,-117.375078,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Browne Elementary,5102 N Driscoll Blvd,Spokane,WA,99205,Spokane County,47.704243,-117.464073,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Cooper Elementary,3200 N Ferrall St,Spokane,WA,99217,Spokane County,47.687524,-117.35836,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Finch Elementary,3717 N Milton St,Spokane,WA,99205,Spokane County,47.69183,-117.453091,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Franklin Elementary,2627 E 17Th Ave,Spokane,WA,99223,Spokane County,47.640513,-117.371297,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Garfield Elementary,222 W Knox Ave,Spokane,WA,99205,Spokane County,47.677295,-117.415071,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Glover Middle School,2404 W Longfellow Ave,Spokane,WA,99205,Spokane County,47.698042,-117.44631,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Grant Elementary,1300 E 9Th Ave,Spokane,WA,99202,Spokane County,47.646786,-117.391034,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Hamblen Elementary,2121 E Thurston Ave,Spokane,WA,99203,Spokane County,47.617851,-117.380212,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Holmes Elementary,2600 W Sharp Ave,Spokane,WA,99201,Spokane County,47.669396,-117.449834,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Hutton Elementary,908 E 24Th Ave,Spokane,WA,99203,Spokane County,47.632566,-117.396546,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Indian Trail Elementary,4102 W Woodside Ave,Spokane,WA,99208,Spokane County,47.720943,-117.472615,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Jefferson Elementary,123 E. 37th Ave,Spokane,WA,99203,Spokane County,47.621079,-117.402479,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Ferris High School,3020 E 37Th Ave,Spokane,WA,99223,Spokane County,47.619705,-117.365342,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Rogers High School,1622 E Wellesley Ave,Spokane,WA,99207,Spokane County,47.699458,-117.385945,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Lewis & Clark High School,521 W 4Th Ave,Spokane,WA,99204,Spokane County,47.651877,-117.420305,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Lidgerwood Elementary,5510 N Lidgerwood,Spokane,WA,99208,Spokane County,47.708311,-117.404836,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Lincoln Heights Elementary,3322 E 22Nd Ave,Spokane,WA,99223,Spokane County,47.634045,-117.362223,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Linwood Elementary,906 W Weile Ave,Spokane,WA,99208,Spokane County,47.722743,-117.42416,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Logan Elementary,1001 E Montgomery Ave,Spokane,WA,99207,Spokane County,47.678992,-117.39449,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Longfellow Elementary,800 E Providence Ave,Spokane,WA,99207,Spokane County,47.691437,-117.397102,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Madison Elementary,319 W Nebraska Ave,Spokane,WA,99205,Spokane County,47.708447,-117.415384,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Excelsior Youth Center School,3754 W Indian Trail Rd,Spokane,WA,99208,Spokane County,47.72397,-117.466878,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Mullan Road Elementary,2616 E 63Rd Ave,Spokane,WA,99223,Spokane County,47.595994,-117.372766,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
North Central High School,1600 N Howard St,Spokane,WA,99205,Spokane County,47.672242,-117.41976,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Regal Elementary,2707 E Rich Ave,Spokane,WA,99207,Spokane County,47.697507,-117.37,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Ridgeview Elementary,5610 N. Maple,Spokane,WA,99205,Spokane County,47.709556,-117.434054,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Roosevelt Elementary,333 W 14Th Ave,Spokane,WA,99204,Spokane County,47.642102,-117.414563,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Sacajawea Middle School,401 E 33Rd Ave,Spokane,WA,99203,Spokane County,47.625135,-117.404697,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Salk Middle School,6411 N Alberta St,Spokane,WA,99208,Spokane County,47.71751,-117.449672,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Shadle Park High School,4327 N Ash St,Spokane,WA,99205,Spokane County,47.698801,-117.43715,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Shaw Middle School,4106 N Cook St,Spokane,WA,99207,Spokane County,47.695545,-117.372372,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Sheridan Elementary,3737 E 5Th Ave,Spokane,WA,99202,Spokane County,47.65236,-117.355577,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Garry Middle School,725 E Joseph Ave,Spokane,WA,99207,Spokane County,47.710786,-117.398669,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Stevens Elementary,1717 E Sinto Ave,Spokane,WA,99202,Spokane County,47.671398,-117.384878,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Westview Elementary,3520 W. Bismark,Spokane,WA,99205,Spokane County,47.713372,-117.46425,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Whitman Elementary,5400 N Helena St,Spokane,WA,99207,Spokane County,47.7069,-117.386271,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Willard Elementary,500 W Longfellow Ave,Spokane,WA,99205,Spokane County,47.698105,-117.42002,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Wilson Elementary,911 W 25Th Ave,Spokane,WA,99203,Spokane County,47.631453,-117.425494,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Chase Middle School,4747 E 37Th Ave,Spokane,WA,99223,Spokane County,47.622804,-117.340122,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Woodridge Elementary,5100 W Shawnee Ave,Spokane,WA,99208,Spokane County,47.746121,-117.482574,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Daybreak Alternative School,628 S Cowley St,Spokane,WA,99202,Spokane County,47.650223,-117.408538,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Spokane Area Professional-Technical Skills Center,N 4141 Regal Street,Spokane,WA,99207,Spokane County,47.695925,-117.368701,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
A-3 Multiagency Adolescent Prog,1807 N. Washington,Spokane,WA,99205,Spokane County,47.674349,-117.41781,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Alternative Northeast Community Center Preschool,4001 N Cook,Spokane,WA,99207,Spokane County,47.695547,-117.372542,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Eagle Peak at Pratt,6903 E 4th Ave,Spokane Valley,WA,99212,Spokane County,47.65376,-117.310831,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Moran Prairie Elementary,4224 E 57Th Ave,Spokane,WA,99223,Spokane County,47.600876,-117.348352,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Libby Center,2900 E 1St Ave,Spokane,WA,99202,Spokane County,47.655728,-117.367795,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
SCCP Images,1810 N Greene St,Spokane,WA,99217,Spokane County,47.674334,-117.358352,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
The Healing Lodge,5600 E 8Th Ave,Spokane,WA,99212,Spokane County,47.64645,-117.328799,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Bryant Center,N 910 Ash St,Spokane,WA,99201,Spokane County,47.665366,-117.436386,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Spokane Regional Health District,1101 W. College Ave,Spokane,WA,99201,Spokane County,47.663139,-117.428331,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Sacred Heart Hospital,W 101 8Th Ave,Spokane,WA,99204,Spokane County,47.648342,-117.412781,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
On Track Academy,2802 E. Rich,Spokane,WA,99207,Spokane County,47.697507,-117.37,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
The Community School,1025 W Spofford Ave,Spokane,WA,99205,Spokane County,47.67173,-117.427461,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Shrine Hospital,911 W 5Th Ave,Spokane,WA,99204,Spokane County,47.651077,-117.425735,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Spokane County Jail,Public Safety Building,Spokane,WA,99260,Spokane County,47.665678,-117.429162,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Open Doors Youth Re-Engagement Spokane,200 N. Bernard,Spokane,WA,99201,Spokane County,47.659412,-117.415664,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Spokane Public Montessori,1300 West Knox Ave.,Spokane,WA,99205,Spokane County,47.6763,-117.432481,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Sprague Elementary,S. 512 F St,Sprague,WA,99032,Lincoln County,47.296053,-117.981183,N,N
Sprague High School,614 W. Fifth Street,Sprague,WA,99032,Lincoln County,47.296446,-117.980827,N,N
St John Elementary,W 301 Nob Hill,Saint John,WA,99171,Whitman County,47.087762,-117.585465,"Pullman, WA","Pullman-Moscow, WA-ID"
St John/Endicott High,W 301 Nob Hill,Saint John,WA,99171,Whitman County,47.087805,-117.585439,"Pullman, WA","Pullman-Moscow, WA-ID"
Stanwood High School,7400 272ND ST NW,STANWOOD,WA,98292,Snohomish County,48.242093,-122.33418,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Stanwood Middle School,9405 271ST ST NW,STANWOOD,WA,98292,Snohomish County,48.242679,-122.360747,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Stanwood Elementary School,10227 273RD PL NW,STANWOOD,WA,98292,Snohomish County,48.245073,-122.372961,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Twin City Elementary,26211 72ND AVE NW,STANWOOD,WA,98292,Snohomish County,48.234546,-122.3288,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lincoln Hill High School,7400 272ND ST NW,STANWOOD,WA,98292,Snohomish County,48.242128,-122.334087,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Port Susan Middle School,7506 267TH ST NW,STANWOOD,WA,98292,Snohomish County,48.237227,-122.335677,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Cedarhome Elementary School,27911 68TH AVE NW,STANWOOD,WA,98292,Snohomish County,48.249446,-122.323603,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Utsalady Elementary,608 ARROWHEAD RD,CAMANO ISLAND,WA,98282,Island County,48.234714,-122.468368,"Oak Harbor, WA","Seattle-Tacoma, WA"
Elger Bay Elementary,1810 ELGER BAY RD,CAMANO ISLAND,WA,98282,Island County,48.1452,-122.468419,"Oak Harbor, WA","Seattle-Tacoma, WA"
Saratoga School,10227 273rd PL NW,Stanwood,WA,98292,Snohomish County,48.245014,-122.372854,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lincoln Academy,7600 272nd St NW,Stanwood,WA,98292,Snohomish County,48.242672,-122.336785,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Star Elem School,24180 Pasco-Kahlotus Rd.,Pasco,WA,99301,Franklin County,46.442075,-118.717656,"Kennewick-Richland, WA",N
Starbuck School,717 TUCANNON ST,STARBUCK,WA,99359,Columbia County,46.517219,-118.121265,"Walla Walla, WA",N
Stehekin Elementary,3 MILE MAIN VALLEY RD,STEHEKIN,WA,98852,Chelan County,48.311011,-120.656812,"Wenatchee, WA",N
Cherrydale Elementary,1201 GALLOWAY,STEILACOOM,WA,98388,Pierce County,47.165687,-122.588269,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Anderson Island Elementary,13005 Camus Road,Anderson Island,WA,98303,Pierce County,47.163002,-122.712426,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Pioneer Middle,1750 BOB'S HOLLOW LN,DUPONT,WA,98327,Pierce County,47.169043,-122.598592,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Saltars Point Elementary,908 3RD STREET,STEILACOOM,WA,98388,Pierce County,47.163535,-122.609453,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Steilacoom High,54 SENTINEL DRIVE,STEILACOOM,WA,98388,Pierce County,47.179249,-122.57588,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Chloe Clark Elementary,1700 PALISADE BOULEVARD,DUPONT,WA,98327,Pierce County,47.09727,-122.6389,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
