NAME,CITY,STATE,ZIP,CNTY,NMCNTY,CD,SLDL,SLDU,SCHOOLYEAR
Hayes Freedom High School,Camas,WA,98607,53011,Clark County,5303,53018,53018,2017-2018
Grass Valley Elementary,Camas,WA,98607,53011,Clark County,5303,53018,53018,2017-2018
Woodburn Elementary,Camas,WA,98607,53011,Clark County,5303,53018,53018,2017-2018
Clallam Bay High & Elementary,Clallam Bay,WA,98326,53009,Clallam County,5306,53024,53024,2017-2018
Neah Bay Junior/ Senior High School,Neah Bay,WA,98357,53009,Clallam County,5306,53024,53024,2017-2018
Cape Flattery Preschool,Sekiu,WA,98381,53009,Clallam County,5306,53024,53024,2017-2018
Neah Bay Elementary School,Neah Bay,WA,98357,53009,Clallam County,5306,53024,53024,2017-2018
Carbonado Historical School 19,Carbonado,WA,98323,53053,Pierce County,5308,53031,53031,2017-2018
Icicle River Middle School,Leavenworth,WA,98826,53007,Chelan County,5308,53012,53012,2017-2018
Peshastin Dryden Elementary,Peshastin,WA,98847,53007,Chelan County,5308,53012,53012,2017-2018
Osborn Elementary,Leavenworth,WA,98826,53007,Chelan County,5308,53012,53012,2017-2018
Cascade High School,Leavenworth,WA,98826,53007,Chelan County,5308,53012,53012,2017-2018
Beaver Valley School,Leavenworth,WA,98826,53007,Chelan County,5308,53012,53012,2017-2018
Cascade Home-Link,Leavenworth,WA,98826,53007,Chelan County,5308,53012,53012,2017-2018
CASHMERE HIGH SCHOOL,Cashmere,WA,98815,53007,Chelan County,5308,53012,53012,2017-2018
CASHMERE MIDDLE SCHOOL,Cashmere,WA,98815,53007,Chelan County,5308,53012,53012,2017-2018
VALE ELEMENTARY SCHOOL,Cashmere,WA,98815,53007,Chelan County,5308,53012,53012,2017-2018
Castle Rock Elementary,CASTLE ROCK,WA,98611,53015,Cowlitz County,5303,53020,53020,2017-2018
Castle Rock High School,CASTLE ROCK,WA,98611,53015,Cowlitz County,5303,53020,53020,2017-2018
Castle Rock Middle School,CASTLE ROCK,WA,98611,53015,Cowlitz County,5303,53020,53020,2017-2018
Centerville Elementary,Centerville,WA,98613,53039,Klickitat County,5303,53014,53014,2017-2018
Brownsville Elementary,SILVERDALE,WA,98311,53035,Kitsap County,5306,53023,53023,2017-2018
Central Kitsap High School,SILVERDALE,WA,98383,53035,Kitsap County,5306,53023,53023,2017-2018
Central Kitsap Middle School,SILVERDALE,WA,98383,53035,Kitsap County,5306,53023,53023,2017-2018
Clear Creek Elementary School,SILVERDALE,WA,98383,53035,Kitsap County,5306,53023,53023,2017-2018
Cottonwood Elementary School,SILVERDALE,WA,98383,53035,Kitsap County,5306,53023,53023,2017-2018
Esquire Hills Elementary,Bremerton,WA,98311,53035,Kitsap County,5306,53023,53023,2017-2018
Fairview Middle School,BREMERTON,WA,98310,53035,Kitsap County,5306,53023,53023,2017-2018
John D. ?Bud? Hawk Elementary at Jackson Park,BREMERTON,WA,98312,53035,Kitsap County,5306,53035,53035,2017-2018
Alternative High School,SILVERDALE,WA,98383,53035,Kitsap County,5306,53023,53023,2017-2018
Green Mountain Elementary,BREMERTON,WA,98312,53035,Kitsap County,5306,53035,53035,2017-2018
Emerald Heights Elementary,SILVERDALE,WA,98383,53035,Kitsap County,5306,53023,53023,2017-2018
Woodlands Elementary,BREMERTON,WA,98311,53035,Kitsap County,5306,53023,53023,2017-2018
Olympic High School,BREMERTON,WA,98311,53035,Kitsap County,5306,53023,53023,2017-2018
Silverdale Elementary,SILVERDALE,WA,98383,53035,Kitsap County,5306,53023,53023,2017-2018
Ridgetop Middle School,SILVERDALE,WA,98383,53035,Kitsap County,5306,53023,53023,2017-2018
Cougar Valley Elementary,SILVERDALE,WA,98383,53035,Kitsap County,5306,53023,53023,2017-2018
Silver Ridge Elementary,SILVERDALE,WA,98383,53035,Kitsap County,5306,53023,53023,2017-2018
Klahowya Secondary,SILVERDALE,WA,98383,53035,Kitsap County,5306,53035,53035,2017-2018
Off Campus,SILVERDALE,WA,98383,53035,Kitsap County,5306,53023,53023,2017-2018
Pinecrest Elementary,BREMERTON,WA,98311,53035,Kitsap County,5306,53023,53023,2017-2018
Barker Creek Community School,Bremerton,WA,98311,53035,Kitsap County,5306,53023,53023,2017-2018
Adams Elementary,Spokane Valley,WA,99037,53063,Spokane County,5305,53004,53004,2017-2018
Summit School,Spokane Valley,WA,99216,53063,Spokane County,5305,53004,53004,2017-2018
Bowdish Middle School,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
Broadway Elementary,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
Central Valley High School,Spokane Valley,WA,99037,53063,Spokane County,5305,53004,53004,2017-2018
Chester Elementary School,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
Evergreen Middle School,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
Greenacres Elementary,Spokane Valley,WA,99016,53063,Spokane County,5305,53004,53004,2017-2018
Greenacres Middle School,Spokane Valley,WA,99016,53063,Spokane County,5305,53004,53004,2017-2018
McDonald Elementary School,Spokane Valley,WA,99216,53063,Spokane County,5305,53004,53004,2017-2018
North Pines Middle School,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
Opportunity Elementary,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
Progress Elementary School,Spokane Valley,WA,99037,53063,Spokane County,5305,53004,53004,2017-2018
South Pines Elementary,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
Mica Peak High School,Spokane Valley,WA,99037,53063,Spokane County,5305,53004,53004,2017-2018
University Elementary School,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
University High School,Spokane Valley,WA,99216,53063,Spokane County,5305,53004,53004,2017-2018
Ponderosa Elementary,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
Horizon Middle School,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
Sunrise Elementary,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
Liberty Lake Elementary,Liberty Lake,WA,99019,53063,Spokane County,5305,53004,53004,2017-2018
School to Life,Spokane Valley,WA,99037,53063,Spokane County,5305,53004,53004,2017-2018
Central Valley Early Learning Center,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
Central Valley Kindergarten Center,Liberty Lake,WA,99019,53063,Spokane County,5305,53004,53004,2017-2018
Spokane Valley Learning Academy,Spokane Valley,WA,99216,53063,Spokane County,5305,53004,53004,2017-2018
I-TRACC,Spokane Valley,WA,99037,53063,Spokane County,5305,53004,53004,2017-2018
Spokane Valley Tech,Spokane Valley,WA,99206,53063,Spokane County,5305,53004,53004,2017-2018
CVSD Open Doors Programs,Spokane Valley,WA,99016,53063,Spokane County,5305,53004,53004,2017-2018
Liberty Creek Elementary School,Liberty Lake,WA,99019,53063,Spokane County,5305,53004,53004,2017-2018
Centralia Middle School,Centralia,WA,98531,53041,Lewis County,5303,53020,53020,2017-2018
Centralia High School,Centralia,WA,98531,53041,Lewis County,5303,53020,53020,2017-2018
Edison Elementary,Centralia,WA,98531,53041,Lewis County,5303,53020,53020,2017-2018
Fords Prairie Elementary,Centralia,WA,98531,53041,Lewis County,5303,53020,53020,2017-2018
Jefferson Lincoln Elementary,Centralia,WA,98531,53041,Lewis County,5303,53020,53020,2017-2018
Oakview Elementary School,Centralia,WA,98531,53041,Lewis County,5303,53020,53020,2017-2018
Washington Elementary School,Centralia,WA,98531,53041,Lewis County,5303,53020,53020,2017-2018
Futurus High School,Centralia,WA,98531,53041,Lewis County,5303,53020,53020,2017-2018
Early Learning Center,Centralia,WA,98531,53041,Lewis County,5303,53020,53020,2017-2018
Cascade Elementary School,Chehalis,WA,98532,53041,Lewis County,5303,53020,53020,2017-2018
Green Hill Academic School,Chehalis,WA,98532,53041,Lewis County,5303,53020,53020,2017-2018
Olympic Elementary,Chehalis,WA,98532,53041,Lewis County,5303,53020,53020,2017-2018
R E Bennett Elementary,Chehalis,WA,98532,53041,Lewis County,5303,53020,53020,2017-2018
W F West High School,Chehalis,WA,98532,53041,Lewis County,5303,53020,53020,2017-2018
Chehalis Middle School,Chehalis,WA,98532,53041,Lewis County,5303,53020,53020,2017-2018
Lewis County Juvenile Detention,CHEHALIS,WA,98532,53041,Lewis County,5303,53020,53020,2017-2018
Lewis County Jail,Chehalis,WA,98532,53041,Lewis County,5303,53020,53020,2017-2018
Lewis County Alternative School,Chehalis,WA,98532,53041,Lewis County,5303,53020,53020,2017-2018
Chelan Middle School,Chelan,WA,98816,53007,Chelan County,5308,53012,53012,2017-2018
Holden Village Community School,Chelan,WA,98816,53007,Chelan County,5308,53012,53012,2017-2018
Morgen Owings Elementary School,Chelan,WA,98816,53007,Chelan County,5308,53012,53012,2017-2018
Lake Chelan Preschool,Chelan,WA,98816,53007,Chelan County,5308,53012,53012,2017-2018
Chelan High School,Chelan,WA,98816,53007,Chelan County,5308,53012,53012,2017-2018
Chelan School of Innovation,Chelan,WA,98816,53007,Chelan County,5308,53012,53012,2017-2018
Betz Elementary,CHENEY,WA,99004,53063,Spokane County,5305,53006,53006,2017-2018
Cheney High School,CHENEY,WA,99004,53063,Spokane County,5305,53006,53006,2017-2018
Cheney Middle School,CHENEY,WA,99004,53063,Spokane County,5305,53006,53006,2017-2018
Salnave Elementary,CHENEY,WA,99004,53063,Spokane County,5305,53006,53006,2017-2018
Sunset Elementary,AIRWAY HEIGHTS,WA,99001,53063,Spokane County,5305,53006,53006,2017-2018
Windsor Elementary,SPOKANE,WA,99224,53063,Spokane County,5305,53006,53006,2017-2018
Three Springs High School,CHENEY,WA,99004,53063,Spokane County,5305,53006,53006,2017-2018
HomeWorks,Cheney,WA,99004,53063,Spokane County,5305,53006,53006,2017-2018
Birth To Three,Cheney,WA,99004,53063,Spokane County,5305,53006,53006,2017-2018
Phil Snowdon Elementary,Cheney,WA,99004,53063,Spokane County,5305,53006,53006,2017-2018
Westwood Middle School,Spokane,WA,99224,53063,Spokane County,5305,53006,53006,2017-2018
Cheney Open Doors,Cheney,WA,99004,53063,Spokane County,5305,53006,53006,2017-2018
Gess Elementary,Chewelah,WA,99109,53065,Stevens County,5305,53007,53007,2017-2018
Jenkins Junior/Senior High,Chewelah,WA,99109,53065,Stevens County,5305,53007,53007,2017-2018
Chewelah Alternative,Chewelah,WA,99109,53065,Stevens County,5305,53007,53007,2017-2018
Home Link Alternative,Chewelah,WA,99109,53065,Stevens County,5305,53007,53007,2017-2018
Chimacum Elementary School,Chimacum,WA,98325,53031,Jefferson County,5306,53024,53024,2017-2018
Chimacum High School,Chimacum,WA,98325,53031,Jefferson County,5306,53024,53024,2017-2018
Chimacum Middle School,Chimacum,WA,98325,53031,Jefferson County,5306,53024,53024,2017-2018
PI Program,Chimacum,WA,98325,53031,Jefferson County,5306,53024,53024,2017-2018
Chimacum Creek Primary School,Port Hadlock,WA,98339,53031,Jefferson County,5306,53024,53024,2017-2018
Open Doors Reengagement Program,Chimacum,WA,98325,53031,Jefferson County,5306,53024,53024,2017-2018
Charles Francis Adams High School,Clarkston,WA,99403,53003,Asotin County,5305,53009,53009,2017-2018
Grantham Elementary,Clarkston,WA,99403,53003,Asotin County,5305,53009,53009,2017-2018
Highland Elementary,Clarkston,WA,99403,53003,Asotin County,5305,53009,53009,2017-2018
Lincoln Middle School,Clarkston,WA,99403,53003,Asotin County,5305,53009,53009,2017-2018
Parkway Elementary,Clarkston,WA,99403,53003,Asotin County,5305,53009,53009,2017-2018
Educational Opportunity Center,Clarkston,WA,99403,53003,Asotin County,5305,53009,53009,2017-2018
Heights Elementary,Clarkston,WA,99403,53003,Asotin County,5305,53009,53009,2017-2018
Special Services,Clarkston,WA,99403,53003,Asotin County,5305,53009,53009,2017-2018
Educational Opportunity Center Reengagement,Clarkston,WA,99403,53003,Asotin County,5305,53009,53009,2017-2018
Cle Elum Roslyn High School,Cle Eum,WA,98922,53037,Kittitas County,5308,53013,53013,2017-2018
Cle Elum Roslyn Elementary,Cle Elum,WA,98922,53037,Kittitas County,5308,53013,53013,2017-2018
Walter Strom Middle School,Cle Elum,WA,98922,53037,Kittitas County,5308,53013,53013,2017-2018
Swiftwater Learning Center,Roslyn,WA,98941,53037,Kittitas County,5308,53013,53013,2017-2018
Queets-Clearwater Elementary,FORKS,WA,98331,53031,Jefferson County,5306,53024,53024,2017-2018
Tillicum Elementary School,Lakewood,WA,98498,53053,Pierce County,5310,53028,53028,2017-2018
Beachwood Elementary School,JBLM Lewis Main,WA,98433,53053,Pierce County,5310,53028,53028,2017-2018
Carter Lake Elementary School,JBLM,WA,98439,53053,Pierce County,5310,53028,53028,2017-2018
Clover Park High School,Lakewood,WA,98499,53053,Pierce County,5310,53028,53028,2017-2018
Custer Elementary School,Lakewood,WA,98498,53053,Pierce County,5310,53028,53028,2017-2018
Dower Elementary School,Lakewood,WA,98499,53053,Pierce County,5310,53029,53029,2017-2018
Hillside Elementary School,JBLM,WA,98433,53053,Pierce County,5310,53028,53028,2017-2018
Hudtloff Middle School,Lakewood,WA,98498,53053,Pierce County,5310,53028,53028,2017-2018
Idlewild Elementary School,Lakewood,WA,98498,53053,Pierce County,5310,53028,53028,2017-2018
Lake Louise Elementary School,Lakewood,WA,98498,53053,Pierce County,5310,53028,53028,2017-2018
Lakes High School,Lakewood,WA,98498,53053,Pierce County,5310,53028,53028,2017-2018
Lakeview Hope Academy,Lakewood,WA,98499,53053,Pierce County,5310,53029,53029,2017-2018
Lochburn Middle School,Lakewood,WA,98499,53053,Pierce County,5310,53029,53029,2017-2018
Mann Middle School,Lakewood,WA,98498,53053,Pierce County,5310,53028,53028,2017-2018
Oakbrook Elementary School,Lakewood,WA,98498,53053,Pierce County,5310,53028,53028,2017-2018
Tyee Park Elementary School,Lakewood,WA,98499,53053,Pierce County,5310,53028,53028,2017-2018
Firwood,Steilacoom,WA,98498,53053,Pierce County,5310,53028,53028,2017-2018
Woodbrook Middle School,Lakewood,WA,98439,53053,Pierce County,5310,53028,53028,2017-2018
Oak Grove,Lakewood,WA,98498,53053,Pierce County,5310,53028,53028,2017-2018
Evergreen Elementary School,JBLM,WA,98433,53053,Pierce County,5310,53028,53028,2017-2018
Park Lodge Elementary School,Lakewood,WA,98499,53053,Pierce County,5310,53028,53028,2017-2018
Alfaretta House,Lakewood,WA,98499,53053,Pierce County,5310,53028,53028,2017-2018
Re-Entry High School,Lakewood,WA,98499,53053,Pierce County,5310,53029,53029,2017-2018
Re-Entry Middle School,Lakewood,WA,98499,53053,Pierce County,5310,53029,53029,2017-2018
Special Education Services/relife,Lakewood,WA,98439,53053,Pierce County,5310,53028,53028,2017-2018
Harrison Prep School,Lakewood,WA,98498,53053,Pierce County,5310,53029,53029,2017-2018
Transition Day Students,Lakewood,WA,98498,53053,Pierce County,5310,53028,53028,2017-2018
Oakridge Group Home,Lakewood,WA,98498,53053,Pierce County,5310,53028,53028,2017-2018
Rainier Elementary School,JBLM Lewis Main,WA,98433,53053,Pierce County,5310,53028,53028,2017-2018
Meriwether Elementary School,JBLM Lewis McChord,WA,98433,53053,Pierce County,5310,53028,53028,2017-2018
Four Heroes Elementary,Lakewood,WA,98499,53053,Pierce County,5310,53029,53029,2017-2018
CPSD Open Doors Program,Lakewood,WA,98499,53053,Pierce County,5310,53028,53028,2017-2018
Clover Park Early Learning Program,Lakewood,WA,98499,53053,Pierce County,5310,53029,53029,2017-2018
Colfax High School,Colfax,WA,99111,53075,Whitman County,5305,53009,53009,2017-2018
Leonard M Jennings Elementary,Colfax,WA,99111,53075,Whitman County,5305,53009,53009,2017-2018
Davis Elementary,COLLEGE PLACE,WA,99324,53071,Walla Walla County,5305,53016,53016,2017-2018
John Sager Middle School,COLLEGE PLACE,WA,99324,53071,Walla Walla County,5305,53016,53016,2017-2018
College Place High School,College Place,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Colton School,Colton,WA,99113,53075,Whitman County,5305,53009,53009,2017-2018
Columbia High And Elementary,Hunters,WA,99137,53065,Stevens County,5305,53007,53007,2017-2018
Columbia Alternative School,Hunters,WA,99137,53065,Stevens County,5305,53007,53007,2017-2018
Columbia Elementary,BURBANK,WA,99323,53071,Walla Walla County,5304,53016,53016,2017-2018
Columbia Middle School,BURBANK,WA,99323,53071,Walla Walla County,5304,53016,53016,2017-2018
Columbia High School,BURBANK,WA,99323,53071,Walla Walla County,5304,53016,53016,2017-2018
Colville Senior High School,Colville,WA,99114,53065,Stevens County,5305,53007,53007,2017-2018
Colville Junior High School,Colville,WA,99114,53065,Stevens County,5305,53007,53007,2017-2018
Hofstetter Elementary,Colville,WA,99114,53065,Stevens County,5305,53007,53007,2017-2018
Fort Colville Elementary,Colville,WA,99114,53065,Stevens County,5305,53007,53007,2017-2018
Panorama School,Colville,WA,99114,53065,Stevens County,5305,53007,53007,2017-2018
Twin Cedars High School,Concrete,WA,98237,53057,Skagit County,5301,53039,53039,2017-2018
Concrete Elementary,Concrete,WA,98237,53057,Skagit County,5301,53039,53039,2017-2018
Concrete High School,Concrete,WA,98237,53057,Skagit County,5301,53039,53039,2017-2018
Skagit River School House,Concrete,WA,98237,53057,Skagit County,5301,53039,53039,2017-2018
Special Services School,Concrete,WA,98237,53057,Skagit County,5301,53039,53039,2017-2018
Conway School,Mount Vernon,WA,98274,53057,Skagit County,5302,53010,53010,2017-2018
Cosmopolis Elementary School,Cosmopolis,WA,98537,53027,Grays Harbor County,5306,53019,53019,2017-2018
Coupeville Elementary School,Coupeville,WA,98239,53029,Island County,5302,53010,53010,2017-2018
Coupeville High School,Coupeville,WA,98239,53029,Island County,5302,53010,53010,2017-2018
Coupeville Middle School,Coupeville,WA,98239,53029,Island County,5302,53010,53010,2017-2018
Toddler Learning Center,Oak Harbor,WA,98277,53029,Island County,5302,53010,53010,2017-2018
Island Juvenile Detention Education Program,Coupeville,WA,98239,53029,Island County,5302,53010,53010,2017-2018
ICCF Ed Program,Coupeville,WA,98239,53029,Island County,5302,53010,53010,2017-2018
Open Den,Coupeville,WA,98239,53029,Island County,5302,53010,53010,2017-2018
Crescent School,Port Angeles,WA,98363,53009,Clallam County,5306,53024,53024,2017-2018
HomeConnection,Port Angeles,WA,98362,53009,Clallam County,5306,53024,53024,2017-2018
Creston Elementary,Creston,WA,99117,53043,Lincoln County,5305,53013,53013,2017-2018
Creston Jr-Sr High School,Creston,WA,99117,53043,Lincoln County,5305,53013,53013,2017-2018
Curlew Elem & High School,Curlew,WA,99118,53019,Ferry County,5305,53007,53007,2017-2018
Curlew Parent Partner,Curlew,WA,99118,53019,Ferry County,5305,53007,53007,2017-2018
Bess Herian Elementary,CUSICK,WA,99119,53051,Pend Oreille County,5305,53007,53007,2017-2018
